By Year,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
2018-19 ,ATL,17,28.9,18.6,7.8,13.3,58.4,0.6,2.3,25.6,2.5,3.6,69.4,3.5,6.5,10.0,2.4,2.5,0.1,0.6,3.0,33.6,10,0,-0.9
2017-18 ,ATL,74,24.1,10.5,4.2,7.4,57.6,0.2,0.6,34.0,1.8,2.5,71.5,2.4,4.9,7.3,1.3,1.4,0.6,1.1,2.9,25.0,11,0,-3.0
