By Year,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
2018-19 ,CHI,12,30.0,17.4,6.4,14.9,43.0,2.7,6.8,39.0,1.9,2.3,85.2,1.2,5.6,6.8,1.2,1.5,1.0,0.8,2.4,31.0,2,0,-5.3
2017-18 ,CHI,68,29.7,15.2,5.5,12.7,43.4,2.1,5.9,36.2,2.1,2.4,84.3,1.2,6.3,7.5,1.2,1.2,0.6,0.6,1.5,28.2,14,0,-5.7
