By Year,TEAM,GP,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE
2018-19 ,CHI,12,30.0,98.1,107.3,-9.2,6.8,0.78,6.3,3.9,18.7,11.2,8.1,52.0,54.7,25.4,97.33,12.9
2017-18 ,CHI,68,29.7,100.6,109.7,-9.1,6.4,0.95,7.3,3.7,21.7,12.3,7.6,51.8,55.2,21.4,100.31,11.4
