By Year,TEAM,GP,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE
2018-19 ,BKN,36,29.1,105.9,107.6,-1.7,35.5,2.11,23.6,1.6,10.9,6.2,11.2,48.7,50.4,28.8,101.04,12.3
2017-18 ,BKN,48,25.7,104.0,110.9,-6.9,34.8,1.69,22.2,2.3,12.2,7.2,13.1,48.1,50.9,29.2,104.31,10.9
2016-17 ,LAL,63,28.7,104.6,113.5,-9.0,26.9,1.72,21.2,1.6,10.8,6.0,12.3,48.3,51.8,26.2,100.87,9.9
2015-16 ,LAL,80,28.2,98.0,109.4,-11.4,21.3,1.36,17.7,1.9,10.1,5.8,13.1,47.8,50.7,23.7,97.71,8.8
