By Year,TEAM,GP,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE
2018-19 ,MIN,34,33.3,110.4,109.2,1.2,12.9,0.88,11.5,8.3,24.1,16.2,13.1,54.4,59.4,25.3,101.97,14.9
2017-18 ,MIN,82,35.6,114.5,108.4,6.1,10.5,1.25,11.7,8.5,27.2,17.9,9.3,59.6,64.6,22.4,96.85,16.5
2016-17 ,MIN,82,37.0,111.4,111.4,0.0,12.7,1.04,10.5,10.1,24.7,17.3,10.1,57.6,61.8,27.1,96.21,17.0
2015-16 ,MIN,82,32.0,106.2,108.4,-2.3,10.8,0.88,10.0,9.2,24.2,16.9,11.4,55.5,59.0,24.1,97.75,15.4
