By Year,TEAM,GP,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE
2018-19 ,MIA,32,35.1,106.1,102.2,3.9,16.7,1.83,16.3,2.2,8.5,5.3,8.9,49.2,53.4,22.3,100.93,9.9
2017-18 ,MIA,81,33.2,104.4,103.3,1.1,13.1,1.65,17.6,2.5,8.0,5.3,10.7,52.3,55.1,17.5,98.08,8.6
2016-17 ,MIA,53,30.5,104.4,104.7,-0.3,12.8,2.15,18.7,2.1,8.2,5.1,8.7,46.7,49.3,16.3,96.87,6.9
2015-16 ,MIA,52,21.3,103.7,102.1,1.6,9.8,2.09,17.8,2.0,7.5,4.8,8.6,55.0,56.9,13.3,95.79,6.6
